thread_id,event_name,split,observation_ratio,observed_reply_count,forecast_reply_count,observed_neg_ratio,observed_neu_ratio,observed_pos_ratio,future_neg_ratio,future_neu_ratio,future_pos_ratio,observed_majority_sentiment,future_majority_sentiment,future_neg_bucket,reply_count,node_count,edge_count,root_children,avg_depth,max_depth,branching_factor,leaf_ratio,observed_time_span_seconds,direct_to_source_ratio
552806309540528128,charliehebdo,train,0.3,11,28,0.36363636363636365,0.6363636363636364,0.0,0.03571428571428571,0.8928571428571429,0.07142857142857142,neutral,neutral,"[0.0,0.1)",11.0,12.0,11.0,9.0,1.1818181276321411,2.0,3.6666667461395264,0.75,394.0,0.8181818181818182
552806757672964097,charliehebdo,train,0.3,3,9,0.3333333333333333,0.6666666666666666,0.0,0.1111111111111111,0.7777777777777778,0.1111111111111111,neutral,neutral,"[0.1,0.3)",3.0,4.0,3.0,3.0,1.0,1.0,3.0,0.75,178.0,1.0
552810448324943872,charliehebdo,train,0.3,5,14,0.2,0.8,0.0,0.07142857142857142,0.9285714285714286,0.0,neutral,neutral,"[0.0,0.1)",5.0,6.0,5.0,5.0,1.0,1.0,5.0,0.8333333134651184,197.0,1.0
552811386259386370,charliehebdo,train,0.3,5,13,0.2,0.8,0.0,0.46153846153846156,0.46153846153846156,0.07692307692307693,neutral,negative,"[0.3,0.6)",5.0,6.0,5.0,5.0,1.0,1.0,5.0,0.8333333134651184,219.0,1.0
552814494381256704,charliehebdo,train,0.3,3,7,0.3333333333333333,0.6666666666666666,0.0,0.5714285714285714,0.42857142857142855,0.0,neutral,negative,"[0.3,0.6)",3.0,4.0,3.0,3.0,1.0,1.0,3.0,0.75,144.0,1.0
552816020403269632,charliehebdo,train,0.3,1,4,0.0,1.0,0.0,0.25,0.75,0.0,neutral,neutral,"[0.1,0.3)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
552821069036670976,charliehebdo,train,0.3,6,15,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,neutral,neutral,"[0.3,0.6)",6.0,7.0,6.0,6.0,1.0,1.0,6.0,0.8571428656578064,510.0,1.0
552832817089236992,charliehebdo,train,0.3,3,9,0.3333333333333333,0.6666666666666666,0.0,0.1111111111111111,0.7777777777777778,0.1111111111111111,neutral,neutral,"[0.1,0.3)",3.0,4.0,3.0,2.0,1.3333333730697632,2.0,1.5,0.5,332.0,0.6666666666666666
552833028201144320,charliehebdo,train,0.3,5,13,0.0,1.0,0.0,0.38461538461538464,0.46153846153846156,0.15384615384615385,neutral,neutral,"[0.3,0.6)",5.0,6.0,5.0,5.0,1.0,1.0,5.0,0.8333333134651184,116.0,1.0
552834961762709505,charliehebdo,train,0.3,5,12,0.0,0.8,0.2,0.0,0.9166666666666666,0.08333333333333333,neutral,neutral,"[0.0,0.1)",5.0,6.0,5.0,5.0,1.0,1.0,5.0,0.8333333134651184,279.0,1.0
552848620375261184,charliehebdo,train,0.3,4,11,0.0,1.0,0.0,0.0,0.9090909090909091,0.09090909090909091,neutral,neutral,"[0.0,0.1)",4.0,5.0,4.0,4.0,1.0,1.0,4.0,0.800000011920929,298.0,1.0
552978099357237248,charliehebdo,train,0.3,1,2,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
552978184413921281,charliehebdo,train,0.3,1,1,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
552982613288157184,charliehebdo,train,0.3,1,3,0.0,0.0,1.0,0.0,1.0,0.0,positive,neutral,"[0.0,0.1)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
552984502063337472,charliehebdo,train,0.3,1,2,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
552996335319007233,charliehebdo,train,0.3,4,11,0.25,0.5,0.25,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",4.0,5.0,4.0,4.0,1.0,1.0,4.0,0.800000011920929,2111.0,1.0
553107921081749504,charliehebdo,train,0.3,1,5,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
553152395371630592,charliehebdo,train,0.3,6,15,0.0,0.8333333333333334,0.16666666666666666,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",6.0,7.0,6.0,6.0,1.0,1.0,6.0,0.8571428656578064,4055.0,1.0
553160652567498752,charliehebdo,train,0.3,3,8,1.0,0.0,0.0,0.0,1.0,0.0,negative,neutral,"[0.0,0.1)",3.0,4.0,3.0,3.0,1.0,1.0,3.0,0.75,1625.0,1.0
553164985460068352,charliehebdo,train,0.3,4,10,0.0,1.0,0.0,0.1,0.8,0.1,neutral,neutral,"[0.1,0.3)",4.0,5.0,4.0,4.0,1.0,1.0,4.0,0.800000011920929,128.0,1.0
553184482241814530,charliehebdo,train,0.3,8,20,0.0,0.875,0.125,0.05,0.9,0.05,neutral,neutral,"[0.0,0.1)",8.0,9.0,8.0,8.0,1.0,1.0,8.0,0.8888888955116272,178.0,1.0
553197863971610624,charliehebdo,train,0.3,6,17,0.16666666666666666,0.8333333333333334,0.0,0.29411764705882354,0.5882352941176471,0.11764705882352941,neutral,neutral,"[0.1,0.3)",6.0,7.0,6.0,4.0,1.3333333730697632,2.0,3.0,0.7142857313156128,685.0,0.6666666666666666
553212962044149761,charliehebdo,train,0.3,2,6,0.0,0.5,0.5,0.16666666666666666,0.8333333333333334,0.0,neutral,neutral,"[0.1,0.3)",2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.6666666865348816,43.0,1.0
553221600955621376,charliehebdo,train,0.3,1,1,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
553461741917863936,charliehebdo,train,0.3,5,14,0.2,0.8,0.0,0.0,0.9285714285714286,0.07142857142857142,neutral,neutral,"[0.0,0.1)",5.0,6.0,5.0,5.0,1.0,1.0,5.0,0.8333333134651184,259.0,1.0
553467311261503488,charliehebdo,train,0.3,1,1,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
553470492565602305,charliehebdo,train,0.3,2,6,0.0,0.5,0.5,0.0,0.8333333333333334,0.16666666666666666,neutral,neutral,"[0.0,0.1)",2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.6666666865348816,53.0,1.0
553474188259102720,charliehebdo,train,0.3,3,9,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",3.0,4.0,3.0,3.0,1.0,1.0,3.0,0.75,730.0,1.0
553476490315431937,charliehebdo,train,0.3,1,3,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,neutral,negative,"[0.3,0.6)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
553476880339599360,charliehebdo,train,0.3,4,10,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",4.0,5.0,4.0,3.0,1.25,2.0,2.0,0.6000000238418579,753.0,0.75
553478289474740224,charliehebdo,train,0.3,1,5,0.0,1.0,0.0,0.2,0.8,0.0,neutral,neutral,"[0.1,0.3)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
553486439129038848,charliehebdo,train,0.3,2,7,0.0,1.0,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,neutral,neutral,"[0.1,0.3)",2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.6666666865348816,52.0,1.0
553489393202499584,charliehebdo,train,0.3,2,6,0.0,1.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,neutral,neutral,"[0.1,0.3)",2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.6666666865348816,15.0,1.0
553501357156876290,charliehebdo,train,0.3,7,17,0.0,1.0,0.0,0.058823529411764705,0.8823529411764706,0.058823529411764705,neutral,neutral,"[0.0,0.1)",7.0,8.0,7.0,6.0,1.1428571939468384,2.0,3.5,0.75,111.0,0.8571428571428571
553503184174710784,charliehebdo,train,0.3,6,17,0.0,1.0,0.0,0.17647058823529413,0.8235294117647058,0.0,neutral,neutral,"[0.1,0.3)",6.0,7.0,6.0,6.0,1.0,1.0,6.0,0.8571428656578064,190.0,1.0
553505242554175489,charliehebdo,train,0.3,4,11,0.25,0.75,0.0,0.09090909090909091,0.8181818181818182,0.09090909090909091,neutral,neutral,"[0.0,0.1)",4.0,5.0,4.0,4.0,1.0,1.0,4.0,0.800000011920929,509.0,0.75
553506608203169792,charliehebdo,train,0.3,7,17,0.0,1.0,0.0,0.11764705882352941,0.8235294117647058,0.058823529411764705,neutral,neutral,"[0.1,0.3)",7.0,8.0,7.0,7.0,1.0,1.0,7.0,0.875,87.0,1.0
553508098825261056,charliehebdo,train,0.3,5,14,0.2,0.8,0.0,0.35714285714285715,0.5,0.14285714285714285,neutral,neutral,"[0.3,0.6)",5.0,6.0,5.0,5.0,1.0,1.0,5.0,0.8333333134651184,1128.0,1.0
553512735192141826,charliehebdo,train,0.3,1,4,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
553518472798683136,charliehebdo,train,0.3,6,14,0.3333333333333333,0.6666666666666666,0.0,0.2857142857142857,0.6428571428571429,0.07142857142857142,neutral,neutral,"[0.1,0.3)",6.0,7.0,6.0,6.0,1.0,1.0,6.0,0.8571428656578064,258.0,1.0
553531413459660800,charliehebdo,train,0.3,4,10,0.25,0.75,0.0,0.1,0.7,0.2,neutral,neutral,"[0.1,0.3)",4.0,5.0,4.0,4.0,1.0,1.0,4.0,0.800000011920929,115.0,0.75
553534838880608256,charliehebdo,train,0.3,2,5,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.6666666865348816,14.0,1.0
553535829017370625,charliehebdo,train,0.3,1,4,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
553538058440941568,charliehebdo,train,0.3,5,14,0.6,0.4,0.0,0.6428571428571429,0.35714285714285715,0.0,negative,negative,"[0.6,1.0]",5.0,6.0,5.0,5.0,1.0,1.0,5.0,0.8333333134651184,130.0,1.0
553543369604210689,charliehebdo,train,0.3,6,16,0.0,1.0,0.0,0.125,0.875,0.0,neutral,neutral,"[0.1,0.3)",6.0,7.0,6.0,6.0,1.0,1.0,6.0,0.8571428656578064,316.0,0.6666666666666666
553544252563935234,charliehebdo,train,0.3,4,10,0.75,0.0,0.25,0.4,0.6,0.0,negative,neutral,"[0.3,0.6)",4.0,5.0,4.0,4.0,1.0,1.0,4.0,0.800000011920929,126.0,1.0
553544694765215745,charliehebdo,train,0.3,4,10,0.25,0.75,0.0,0.1,0.9,0.0,neutral,neutral,"[0.1,0.3)",4.0,5.0,4.0,4.0,1.0,1.0,4.0,0.800000011920929,80.0,1.0
553548567420628992,charliehebdo,train,0.3,6,16,0.0,0.8333333333333334,0.16666666666666666,0.0625,0.75,0.1875,neutral,neutral,"[0.0,0.1)",6.0,7.0,6.0,2.0,2.5,4.0,1.5,0.4285714328289032,703.0,0.3333333333333333
553549686129561600,charliehebdo,train,0.3,6,17,0.0,0.8333333333333334,0.16666666666666666,0.4117647058823529,0.5882352941176471,0.0,neutral,neutral,"[0.3,0.6)",6.0,7.0,6.0,4.0,1.3333333730697632,2.0,3.0,0.7142857313156128,251.0,0.6666666666666666
553550301886955520,charliehebdo,train,0.3,5,14,0.0,1.0,0.0,0.35714285714285715,0.6428571428571429,0.0,neutral,neutral,"[0.3,0.6)",5.0,6.0,5.0,5.0,1.0,1.0,5.0,0.8333333134651184,44.0,1.0
553558982476828674,charliehebdo,train,0.3,3,10,0.0,1.0,0.0,0.0,0.9,0.1,neutral,neutral,"[0.0,0.1)",3.0,4.0,3.0,2.0,1.3333333730697632,2.0,1.5,0.5,67.0,0.6666666666666666
553566026030272512,charliehebdo,train,0.3,3,8,0.0,1.0,0.0,0.0,0.875,0.125,neutral,neutral,"[0.0,0.1)",3.0,4.0,3.0,3.0,1.0,1.0,3.0,0.75,60.0,1.0
553575232867672064,charliehebdo,train,0.3,3,9,0.0,1.0,0.0,0.4444444444444444,0.5555555555555556,0.0,neutral,neutral,"[0.3,0.6)",3.0,4.0,3.0,3.0,1.0,1.0,3.0,0.75,358.0,1.0
553576010898497536,charliehebdo,train,0.3,5,14,0.2,0.8,0.0,0.5714285714285714,0.42857142857142855,0.0,neutral,negative,"[0.3,0.6)",5.0,6.0,5.0,5.0,1.0,1.0,5.0,0.8333333134651184,245.0,1.0
553579224402235393,charliehebdo,train,0.3,7,18,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.05555555555555555,0.7777777777777778,0.16666666666666666,neutral,neutral,"[0.0,0.1)",7.0,8.0,7.0,7.0,1.0,1.0,7.0,0.875,180.0,1.0
553586860334010368,charliehebdo,train,0.3,5,14,0.0,0.4,0.6,0.0,0.42857142857142855,0.5714285714285714,positive,positive,"[0.0,0.1)",5.0,6.0,5.0,5.0,1.0,1.0,5.0,0.8333333134651184,24.0,1.0
553586897168392192,charliehebdo,train,0.3,3,9,0.3333333333333333,0.0,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.1111111111111111,positive,neutral,"[0.1,0.3)",3.0,4.0,3.0,3.0,1.0,1.0,3.0,0.75,98.0,1.0
553587013409325058,charliehebdo,train,0.3,10,24,0.0,0.1,0.9,0.041666666666666664,0.625,0.3333333333333333,positive,neutral,"[0.0,0.1)",10.0,11.0,10.0,10.0,1.0,1.0,10.0,0.9090909361839294,68.0,1.0
553587303172833280,charliehebdo,train,0.3,6,15,0.3333333333333333,0.6666666666666666,0.0,0.2,0.8,0.0,neutral,neutral,"[0.1,0.3)",6.0,7.0,6.0,6.0,1.0,1.0,6.0,0.8571428656578064,116.0,1.0
553587672137334785,charliehebdo,train,0.3,8,19,0.75,0.125,0.125,0.3157894736842105,0.42105263157894735,0.2631578947368421,negative,neutral,"[0.3,0.6)",8.0,9.0,8.0,8.0,1.0,1.0,8.0,0.8888888955116272,102.0,1.0
553588178687655936,charliehebdo,train,0.3,3,9,0.6666666666666666,0.0,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5555555555555556,negative,positive,"[0.1,0.3)",3.0,4.0,3.0,3.0,1.0,1.0,3.0,0.75,51.0,1.0
553589051044151296,charliehebdo,train,0.3,2,6,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.6666666865348816,45.0,1.0
553590459688570880,charliehebdo,train,0.3,5,14,0.0,1.0,0.0,0.07142857142857142,0.9285714285714286,0.0,neutral,neutral,"[0.0,0.1)",5.0,6.0,5.0,5.0,1.0,1.0,5.0,0.8333333134651184,31.0,1.0
553590835850514433,charliehebdo,train,0.3,6,14,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.5,0.07142857142857142,negative,neutral,"[0.3,0.6)",6.0,7.0,6.0,6.0,1.0,1.0,6.0,0.8571428656578064,93.0,1.0
521346721226711040,ebola-essien,train,0.3,7,19,0.0,0.8571428571428571,0.14285714285714285,0.10526315789473684,0.8421052631578947,0.05263157894736842,neutral,neutral,"[0.1,0.3)",7.0,8.0,7.0,7.0,1.0,1.0,7.0,0.875,673.0,1.0
521360486387175424,ebola-essien,train,0.3,2,6,0.0,1.0,0.0,0.16666666666666666,0.8333333333333334,0.0,neutral,neutral,"[0.1,0.3)",2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.6666666865348816,1782.0,1.0
498280126254428160,ferguson,train,0.3,1,4,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
498430783699554305,ferguson,train,0.3,6,16,0.16666666666666666,0.8333333333333334,0.0,0.0625,0.8125,0.125,neutral,neutral,"[0.0,0.1)",6.0,6.0,5.0,3.0,1.1666666269302368,2.0,2.5,0.6666666865348816,4254.0,0.5
499366666300846081,ferguson,train,0.3,4,10,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",4.0,5.0,4.0,4.0,1.0,1.0,4.0,0.800000011920929,573.0,1.0
499368931367608320,ferguson,train,0.3,14,34,0.0,1.0,0.0,0.17647058823529413,0.7941176470588235,0.029411764705882353,neutral,neutral,"[0.1,0.3)",14.0,14.0,13.0,9.0,1.3571428060531616,3.0,2.5999999046325684,0.6428571343421936,837.0,0.5714285714285714
499456140044824576,ferguson,train,0.3,3,8,0.0,0.6666666666666666,0.3333333333333333,0.0,0.75,0.25,neutral,neutral,"[0.0,0.1)",3.0,3.0,2.0,2.0,0.6666666865348816,1.0,2.0,0.6666666865348816,102.0,0.6666666666666666
499530130487017472,ferguson,train,0.3,7,18,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.2222222222222222,0.7777777777777778,0.0,neutral,neutral,"[0.1,0.3)",7.0,7.0,6.0,4.0,1.1428571939468384,2.0,2.0,0.5714285969734192,671.0,0.5714285714285714
499612545909415938,ferguson,train,0.3,8,19,0.25,0.75,0.0,0.21052631578947367,0.7894736842105263,0.0,neutral,neutral,"[0.1,0.3)",8.0,9.0,8.0,8.0,1.0,1.0,8.0,0.8888888955116272,18155.0,1.0
500258409988763649,ferguson,train,0.3,2,6,0.0,0.5,0.5,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",2.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,88.0,0.5
500270780832174080,ferguson,train,0.3,4,12,0.0,1.0,0.0,0.08333333333333333,0.9166666666666666,0.0,neutral,neutral,"[0.0,0.1)",4.0,4.0,3.0,3.0,0.75,1.0,3.0,0.75,478.0,0.75
500278045597368320,ferguson,train,0.3,4,12,0.25,0.75,0.0,0.08333333333333333,0.9166666666666666,0.0,neutral,neutral,"[0.0,0.1)",4.0,4.0,3.0,3.0,0.75,1.0,3.0,0.75,201.0,0.75
500279160795721728,ferguson,train,0.3,28,67,0.25,0.7142857142857143,0.03571428571428571,0.2835820895522388,0.7014925373134329,0.014925373134328358,neutral,neutral,"[0.1,0.3)",28.0,28.0,27.0,8.0,2.5714285373687744,7.0,1.5882352590560913,0.3928571343421936,5435.0,0.2857142857142857
500279189405433858,ferguson,train,0.3,11,27,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.18518518518518517,0.8148148148148148,0.0,neutral,neutral,"[0.1,0.3)",11.0,11.0,10.0,9.0,1.0,2.0,5.0,0.8181818127632141,351.0,0.8181818181818182
500280422295937024,ferguson,train,0.3,4,10,0.0,0.5,0.5,0.0,0.9,0.1,neutral,neutral,"[0.0,0.1)",4.0,4.0,3.0,3.0,0.75,1.0,3.0,0.75,379.0,0.75
500280838710247424,ferguson,train,0.3,11,28,0.18181818181818182,0.8181818181818182,0.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,neutral,neutral,"[0.1,0.3)",11.0,11.0,10.0,9.0,1.0,2.0,5.0,0.8181818127632141,516.0,0.8181818181818182
500281094239817728,ferguson,train,0.3,1,4,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
500281131057811456,ferguson,train,0.3,6,15,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6,0.06666666666666667,neutral,neutral,"[0.3,0.6)",6.0,6.0,5.0,5.0,0.8333333134651184,1.0,5.0,0.8333333134651184,115.0,0.8333333333333334
500284699546517505,ferguson,train,0.3,4,12,0.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.0,neutral,neutral,"[0.3,0.6)",4.0,4.0,3.0,2.0,1.0,2.0,1.5,0.5,176.0,0.5
500286058664579072,ferguson,train,0.3,22,52,0.13636363636363635,0.7727272727272727,0.09090909090909091,0.25,0.7115384615384616,0.038461538461538464,neutral,neutral,"[0.1,0.3)",22.0,22.0,21.0,16.0,1.545454502105713,5.0,4.199999809265137,0.7727272510528564,1021.0,0.7272727272727273
500288349924782080,ferguson,train,0.3,5,13,0.0,0.8,0.2,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",5.0,5.0,4.0,4.0,0.800000011920929,1.0,4.0,0.800000011920929,155.0,0.8
500290456845299714,ferguson,train,0.3,11,27,0.0,1.0,0.0,0.1111111111111111,0.8518518518518519,0.037037037037037035,neutral,neutral,"[0.1,0.3)",11.0,11.0,10.0,7.0,1.1818181276321411,2.0,3.3333332538604736,0.7272727489471436,1747.0,0.6363636363636364
500294803402137600,ferguson,train,0.3,5,14,0.2,0.8,0.0,0.14285714285714285,0.7857142857142857,0.07142857142857142,neutral,neutral,"[0.1,0.3)",5.0,5.0,4.0,4.0,0.800000011920929,1.0,4.0,0.800000011920929,204.0,0.8
500295393301647360,ferguson,train,0.3,2,6,0.0,1.0,0.0,0.0,1.0,0.0,neutral,neutral,"[0.0,0.1)",2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.6666666865348816,2233.0,1.0
500298752469770240,ferguson,train,0.3,13,31,0.0,0.9230769230769231,0.07692307692307693,0.16129032258064516,0.8387096774193549,0.0,neutral,neutral,"[0.1,0.3)",13.0,13.0,12.0,9.0,1.2307692766189575,3.0,3.0,0.692307710647583,2829.0,0.6923076923076923
500303431928922113,ferguson,train,0.3,5,13,0.0,1.0,0.0,0.23076923076923078,0.7692307692307693,0.0,neutral,neutral,"[0.1,0.3)",5.0,5.0,4.0,4.0,0.800000011920929,1.0,4.0,0.800000011920929,493.0,0.8
500307001629745152,ferguson,train,0.3,26,62,0.15384615384615385,0.7307692307692307,0.11538461538461539,0.06451612903225806,0.9032258064516129,0.03225806451612903,neutral,neutral,"[0.0,0.1)",26.0,27.0,26.0,5.0,4.192307472229004,9.0,1.7333333492279053,0.4444444477558136,2762.0,0.19230769230769232
500308076004929537,ferguson,train,0.3,5,14,0.2,0.8,0.0,0.21428571428571427,0.7142857142857143,0.07142857142857142,neutral,neutral,"[0.1,0.3)",5.0,5.0,4.0,3.0,1.0,2.0,2.0,0.6000000238418579,353.0,0.6
500319675797209088,ferguson,train,0.3,3,9,0.0,1.0,0.0,0.0,0.8888888888888888,0.1111111111111111,neutral,neutral,"[0.0,0.1)",3.0,3.0,2.0,2.0,0.6666666865348816,1.0,2.0,0.6666666865348816,720.0,0.6666666666666666
500319801344929795,ferguson,train,0.3,5,12,0.0,1.0,0.0,0.16666666666666666,0.8333333333333334,0.0,neutral,neutral,"[0.1,0.3)",5.0,5.0,4.0,3.0,1.0,2.0,2.0,0.6000000238418579,593.0,0.6
500327106824245249,ferguson,train,0.3,2,5,0.0,1.0,0.0,0.2,0.8,0.0,neutral,neutral,"[0.1,0.3)",2.0,3.0,2.0,2.0,1.0,1.0,2.0,0.6666666865348816,111.0,1.0
500327120770301952,ferguson,train,0.3,5,14,0.4,0.6,0.0,0.21428571428571427,0.7857142857142857,0.0,neutral,neutral,"[0.1,0.3)",5.0,5.0,4.0,4.0,0.800000011920929,1.0,4.0,0.800000011920929,120.0,0.8
500332933098385408,ferguson,train,0.3,2,7,0.5,0.0,0.5,0.42857142857142855,0.2857142857142857,0.2857142857142857,negative,negative,"[0.3,0.6)",2.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,1039.0,0.5
500341884678836224,ferguson,train,0.3,3,7,0.0,1.0,0.0,0.2857142857142857,0.5714285714285714,0.14285714285714285,neutral,neutral,"[0.1,0.3)",3.0,3.0,2.0,2.0,0.6666666865348816,1.0,2.0,0.6666666865348816,287.0,0.6666666666666666
500347114975944705,ferguson,train,0.3,30,73,0.1,0.8666666666666667,0.03333333333333333,0.2191780821917808,0.7397260273972602,0.0410958904109589,neutral,neutral,"[0.1,0.3)",30.0,31.0,30.0,15.0,2.0,5.0,2.7272727489471436,0.6451612710952759,2146.0,0.23333333333333334
500354773133299713,ferguson,train,0.3,7,18,0.0,1.0,0.0,0.05555555555555555,0.9444444444444444,0.0,neutral,neutral,"[0.0,0.1)",7.0,7.0,6.0,6.0,0.8571428656578064,1.0,6.0,0.8571428656578064,120.0,0.8571428571428571
500363126294863876,ferguson,train,0.3,2,7,0.5,0.5,0.0,0.2857142857142857,0.7142857142857143,0.0,negative,neutral,"[0.1,0.3)",2.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,70.0,0.5
