bucket_name,rank_within_bucket,thread_id,event_name,observed_neg_ratio,future_neg_ratio,observed_reply_count,forecast_reply_count,affect_state_forecaster_pred,patchtst_baseline_pred,thread_transformer_baseline_pred,affect_state_forecaster_abs_error,patchtst_baseline_abs_error,thread_transformer_baseline_abs_error,target_bucket,length_bucket,flip_bucket,case_note,source_excerpt,reply_excerpt_1,reply_excerpt_2,reply_excerpt_3
affect_vs_patch_conflicts,4,544268732046913536,sydneysiege,0.25,0.0,4,4,0.04477645456790924,0.09116227924823761,0.12127818912267685,0.04477645456790924,0.09116227924823761,0.12127818912267685,zero,medium,flip_down,局部模式存在，但三模型对未来负面比例的刻画方式不同,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,“@SkyNewsAust: #BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Cho…,@thetorse @SkyNewsAust reports of an ISIS flag too I saw?,@seanearley some disturbing images also posted on twitter. @SkyNewsAust
affect_vs_patch_conflicts,5,544274934835707905,sydneysiege,0.0,0.14285714285714285,20,21,0.06956115365028381,0.11542204022407532,0.14357227087020874,0.07329598920685904,0.027435102633067532,0.000715128013065891,mid,long,flip_up,均值回归失败,Several people being held hostage at a Sydney cafe. Australian tv showing people with hands up against a window: http://t.co/AD2PR4OPFq,@bbcworld For Only $25 You Can Buy 10K Followers http://t.co/7CXwkqzBw3 .,@haurry_stvlles @BBCWorld news.,@BBCWorld Just add the fact that they're holding a Isis flag for fuck sake
affect_vs_patch_conflicts,6,544282005941530624,sydneysiege,0.2857142857142857,0.0,7,7,0.05572780966758728,0.09683181345462799,0.13125139474868774,0.05572780966758728,0.09683181345462799,0.13125139474868774,zero,medium,flip_down,局部模式存在，但三模型对未来负面比例的刻画方式不同,Hostages in Sydney cafe made to hold up Islamic flags http://t.co/I1PsUPekkB,@nypost kill all #ISIS kill them all kill their families and kill all their love ones make them fee…,@nypost lets talk to them in hushed tones,@JAXON_CAPITAL @nypost Hillary Clinton would want us to empathize with them and figure out why they…
affect_vs_patch_conflicts,7,544328894812549121,sydneysiege,0.05555555555555555,0.05555555555555555,18,18,0.07342267036437988,0.1141485646367073,0.1431361436843872,0.01786711480882433,0.05859300908115175,0.08758058812883165,low,long,stable_nonzero,局部模式存在，但三模型对未来负面比例的刻画方式不同,"#SYDNEYSIEGE: Hostage-takers ‘have suicide belts, demand radio convo with #Abbott’ – report http://t.co/1ZlzKDjvSf http://t.co/7Jej7i4SlO",@RT_com Which report? Do not spread rumours,@RT_com This sounds like made up BS,@RT_com THEY JUST COULD NOT HAVE PICKED A MORE CONVENIENT TIME FOR.....THE USA GOVERNMEMT....JOHN M…
affect_vs_patch_conflicts,8,544399927045283840,sydneysiege,0.0,0.125,15,16,0.07465880364179611,0.11503787338733673,0.13766148686408997,0.05034119635820389,0.009962126612663269,0.012661486864089966,mid,long,flip_up,均值回归失败,"NSW Police confirm 5 hostages have emerged from #sydneysiege and they are negotiating: ""It might take a bit of time"" http://t.co/le9r9REzdR",@BBCBreaking why don't Aussie swat take the fucker out??,@BBCBreaking a bit of time isn't going to do much good if they start shooting,"Police confirm they are ""monitoring Facebook &amp; Twitter"" after reports hostages are tweeting fro…"
affect_vs_patch_conflicts,9,544306719686656000,sydneysiege,0.0,0.25,8,8,0.06887034326791763,0.10760611295700073,0.13298143446445465,0.18112965673208237,0.14239388704299927,0.11701856553554535,mid,medium,flip_up,均值回归失败,"US evacuated Consulate in Sydney after #sydneysiege. Emergency warning to U.S. citizens urging them to ""maintain high level of vigilance"".",@WilliamsJon @CV_People That's comforting,@WilliamsJon just curious: does 'evacuate' mean leave country or city/area? Do you know?,"@WilliamsJon @latikambourke With their destructive foreign policy, I would think every day would re…"
affect_vs_patch_conflicts,10,544271362022338560,sydneysiege,0.0,0.0,9,9,0.06869769841432571,0.1065160259604454,0.13264679908752441,0.06869769841432571,0.1065160259604454,0.13264679908752441,zero,long,stable_zero,局部模式存在，但三模型对未来负面比例的刻画方式不同,"Black Islamic flag being held up in window of #lindt chocolate store in Martin Place, Sydney - hostages inside. http://t.co/fAV7PEuY6P","@Andrew_Denney @jessradio ""islamic flag"" #headdesk","WTF. ""@Andrew_Denney: Black Islamic flag being held up in window of #lindt store in Martin Place- h…",@Andrew_Denney @charlescwcooke but its such a peaceful religion /s
flip_up_cases,1,544350567183556608,sydneysiege,0.0,1.0,1,1,0.030717521905899048,0.062243010848760605,0.06303601711988449,0.969282478094101,0.9377569891512394,0.9369639828801155,high,short,flip_up,均值回归失败,We can see people coming out a firedoor near the Lindt cafe to waiting police. 2-3 people. Hard to see. #sydneysiege,@lucethoughts @Xenojay have they shot them,,
flip_up_cases,2,544289311504355328,sydneysiege,0.0,1.0,1,1,0.06937603652477264,0.062243010848760605,0.055756665766239166,0.9306239634752274,0.9377569891512394,0.9442433342337608,high,short,flip_up,三模型在稀有翻转或高噪声样本上共同失效,Statement from Prime Minister Tony Abbott on Sydney hostage situation. http://t.co/MHkNRZFQWB,@Simon_Cullen @HalaJaber AU GOV and Tony Abbott is responsible for this mess!! AU Gov created the '…,,
flip_up_cases,3,576755174531862529,putinmissing,0.0,0.3333333333333333,2,3,0.04057115316390991,0.07010097801685333,0.10750063508749008,0.2927621801694234,0.26323235531648,0.22583269824584323,high,short,flip_up,局部 reply 交互帮助了 transformer,Coup? RT @jimgeraghty: Rumors all Russian military attaches at embassy in London have returned to Moscow: http://t.co/e8ZoFxtfHX,@irishspy @jimgeraghty Reset.,@karmacamilleon1 @irishspy @jimgeraghty http://t.co/gn4UKTqXJj,
flip_up_cases,4,544271069146656768,sydneysiege,0.0,0.3333333333333333,6,6,0.06638428568840027,0.0981002002954483,0.13439010083675385,0.26694904764493305,0.235233133037885,0.19894323249657947,high,medium,flip_up,均值回归失败,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,@KristyMayr7 @theleadernews not ISIS flags,@KristyMayr7 @worstbloke sorry - how do you know it's an ISIS flag? Can you actually confirm that?,MT @KristyMayr7: We understand there are two gunmen and up to a dozen hostages inside the cafe unde…
flip_up_cases,5,544277860555710464,sydneysiege,0.0,0.2857142857142857,7,7,0.04721825569868088,0.09462150931358337,0.13336123526096344,0.23849603001560482,0.19109277640070232,0.15235305045332226,mid,medium,flip_up,均值回归失败,ISIS -holding a Cafe hostage in Sydney- forcing Hostages to press ISIS flags against the Windows #DramaAlert HOT! http://t.co/XwXLvvWc76,@KEEMSTARx holy shit,@KEEMSTARx top quality banter,@chupaDANNNj @KEEMSTARx really hope this guy doesnt have explosives too :I
flip_up_cases,6,544352727971954690,sydneysiege,0.0,0.25,4,4,0.06694015115499496,0.08236923813819885,0.12680505216121674,0.18305984884500504,0.16763076186180115,0.12319494783878326,mid,medium,flip_up,局部 reply 交互帮助了 transformer,"Local media: 3 people appear to escape from Martin Place, Sydney, café, amid hostage situation - @ABCNews http://t.co/N5mmnilz4Z",@breakingnews For Only $9 You Can Buy 3K Followers http://t.co/XQiCCTJWOe,@haurry_stvlles @BreakingNews hum...,"MT @BreakingNews: Three people appear to escape from Martin Place, Sydney, café, amid hostage situa…"
flip_up_cases,7,529695367680761856,prince-toronto,0.0,0.25,4,4,0.08672702312469482,0.08126725256443024,0.12587600946426392,0.16327297687530518,0.16873274743556976,0.12412399053573608,mid,medium,flip_up,局部 reply 交互帮助了 transformer,OMG. #Prince rumoured to be performing in Toronto today. Exciting!,@TheSocialCTV Yes indeed !,"@TheSocialCTV I saw Prince in concert 2 years ago in halifax and honestly, was the most boring conc…","@TheSocialCTV Love Prince, he was my first concert!! #PRINCEWATCH"
flip_up_cases,8,544306719686656000,sydneysiege,0.0,0.25,8,8,0.06887034326791763,0.10760611295700073,0.13298143446445465,0.18112965673208237,0.14239388704299927,0.11701856553554535,mid,medium,flip_up,均值回归失败,"US evacuated Consulate in Sydney after #sydneysiege. Emergency warning to U.S. citizens urging them to ""maintain high level of vigilance"".",@WilliamsJon @CV_People That's comforting,@WilliamsJon just curious: does 'evacuate' mean leave country or city/area? Do you know?,"@WilliamsJon @latikambourke With their destructive foreign policy, I would think every day would re…"
flip_up_cases,9,544374511194632192,sydneysiege,0.0,0.2,4,5,0.08287598937749863,0.07167772203683853,0.12168706208467484,0.11712401062250138,0.12832227796316148,0.07831293791532518,mid,medium,flip_up,局部 reply 交互帮助了 transformer,UPDATE: Total of 5 people have been able to get out of Sydney cafe during hostage situation: http://t.co/mp18E4DdjW http://t.co/n5vhI5DsZg,“@ABC:UPDATE:Total of 5 people have been able to get out of cafe during hostage situation:http://t.…,@ABC I hope they didn't spill their lattes.,"@ABC so why is there still no info from escaped hostages as to the number of hostages &amp; ""milita…"
flip_up_cases,10,544324444773433348,sydneysiege,0.0,0.18181818181818182,10,11,0.09986964613199234,0.10806096345186234,0.13470791280269623,0.08194853568618948,0.07375721836631949,0.047110269015485595,mid,long,flip_up,局部模式存在，但三模型对未来负面比例的刻画方式不同,"Uber says it has hiked prices in Sydney to ""encourage more drivers to come online &amp; pick up passengers."" http://t.co/MCJ0rMSXPc #SydneySiege","@mashable Uber is facing problems enough, will a price hike really help?","@mashable nice try, not buying ...",@mashable They charged me $215 for a $20 fare. Neveer use them again after they've exploited situat…
